"9,Bärlauch,Allium ursinum,Zwiebelgewächse (Alliaceae),""Halbschatten, Schatten"",""Humusreich, feucht, nährstoffreich"",Weiß,April-Mai,20-30 cm,15-20 cm,Laubkompost im Herbst,Selten Rostpilze und Wühlmäuse,""Aussaat, Ausläufer"",Ja,Ja,Nein,Nicht gefährdet";;
"10,Barbarakraut,Barbarea vulgaris,Kreuzblütler (Brassicaceae),""Sonne, Halbschatten"",""Nährstoffreich, feucht"",Gelb,April-Juni,30 cm,20 cm,Keine,Erdflöhe,(Selbst-)Aussaat,Ja,Ja,Nein,Nichg gefährdet";;
"11,Basilikum,Ocimum basilicum,Lippenblütler (Lamiaceae),Sonne,""Feucht, nährstoffreich"",Violett-weiß,Je nach Aussaat,20 cm,20 cm,""Vor Blüte ernten, Stängel bei Ernte entfernen"",""Schnecken, Stängelgrundfäule"",Aussaat,Bedingt,Ja,Nein,Nicht heimisch";;
"12,Behaartes Schaumkraut,Cardamine hirsuta,Kreuzblütler (Brassicaceae),""Sonne, Halbschatten"",""Humusreich, sandig, lehmig"",Weiß,März-Juni,7-30 cm,10 cm,Keine,Keine,(Selbst-)Aussaat,Nein,Nein,Nein,Nicht gefährdet";;
"13,Blumenkohl,Brassica oleracea var. botrytis,Kreuzblütler (Brassicaceae),""Sonne, Halbschatten"",""Lehmig, tiefgründig, nährstoffreich, kalkhaltig"",Gelb,Im zweiten Jahr,20-30 cm,50 cm,""Kalk ins Pflanzloch, hacken und mulchen, viel gießen, wöchentlich Jauche"",""Kohldrehherzmücke, Kohlfliege, Kohlweißling, Kohlhernie"",Aussaat Ende Februar,Ja,Ja,Nein,Nicht heimisch";;
"14,Bockshornklee,Trigonella foenum-graecum,Hülsenfrüchtler (Fabaceae),""Sonne, Halbschatten"",""Lehmig, trocken, nährstoffarm"",Weiß-gelb,April-Juli,30-80 cm,20 cm,Keine,Unempfindlich,Aussaat,Nein,Ja,Nein,Nicht heimisch";;
"15,Bohne,Phaseolus,Hülsenfrüchtler (Fabaceae),""Sonne, Halbschatten"",""Humusreich, locker, tiefgründig"",""Violett-weiß, rot"",Je nach Aussaat,Sortenabhängig,20 cm,""Regelmäßig ernten, anhäufeln, feucht halten"",""Schnecken, Bohnenblattlaus, Grauschimmel, Bohnenrost"",Aussaat,Nein,Ja,Ja,Nicht heimisch";;
"16,Bohnenkraut,Satureja,Lippenblütler (Lamiaceae),Sonne,""Mager, leicht, kalkhaltig, trocken"",""Violett-weiß, rosa"",August-September,30-40 cm,25 cm,""Regelmäßig entspitzen, Kompost"",Unempfindlich,""Aussaat, Stecklinge, Teilung"",S. montana,Ja,Nein,Nicht heimisch";;
"17,Borretsch,Borago officinalis,Raublattgewächse (Boraginaceae),""Sonne, Halbschatten"",""Alle, nährstoffreich, eher feucht"",Violett-blau,Mai-Juli,60-100 cm,40-50 cm,Kompost,Mehltau,(Selbst-)Aussaat,Nein,Ja,Nein,Nicht heimisch";;
"18,Brennnessel,Urtica dioica,Brennnesselgewächse (Urticaceae),""Sonne, Halbschatten"",""Feucht, nährstoffreich"",""Weiß, grün"",Juli-Oktober,50-150 cm,30 cm,Keine,Keine,""Rhizom, (Selbst-)Aussaat"",Ja,Nein,Nein,Nicht gefährdet";;
"19,Brokkoli,Brassica oleracea var. italica,Kreuzblütler (Brassicaceae),Sonne,""Tiefgründig, nährstoffreich, kalkhaltig, feucht"",Gelb-grün,Je nach Pflanzung,30-40 cm,40-50 cm,Regelmäßig düngen,""Blattläuse, Kohldrehherzmücke, Kohlfliege, Kohlweißling, Kohlhernie"",Aussaat,Sortenabhängig,Ja,Nein,Nicht heimisch";;
"20,Brombeere,Rubus fruticosus,Rosengewächse (Rosaceae),Sonne,""Durchlässig, humusreich, nicht zu leicht, kalkarm"",Rosa,Juli,""Rankend, auslaufend"",300 cm,""Kompost im März, etwas Dünger bis Juli, fünf Ruten stehen lassen, alle anderen über Boden kürzen"",""Grauschimmel, Falscher Mehltau, Brombeergallmilbe"",""(Selbst-)Aussaat, Rhizom"",Ja,Ja,Nein,Gefährdete Wildarten";;
"21,Brunnenkresse,Nasturtium,Kreuzblütler (Brassicaceae),""Halbschatten, Schatten"",""Wasserpflanze (5-20 cm tief), klar"",Weiß,Mai-September,10-70 cm,15 cm,Keine,Unempfindlich,""Aussaat, Stecklinge"",Ja,Nein,Nein,Nicht heimisch";;
"22,Buche,Fagus,Buchengewächse (Fagaceae),""Sonne, Halbschatten"",""Lehmig bis sandig, durchlässig, frisch"",Braun-grün,Mai,20-30 cm,100-150 cm,""Laub im Herbst, Formschnitt"",Unempfindlich,""Stecklingsvermehrung, Senker"",Ja,Nein,Ja,Nicht gefährdet";;
"23,Buchsbaum,Buxus,Buchsbaumgewächse (Buxaceae),Halbschatten,""Lehmig, kalkhaltig, nährstoffreich"",Grün-gelb,März-April,Formabhängig,>15 cm,Formschnitt April-September,Buchsbaumzünsler,Stecklingsvermehrung,Ja,Ja,Ja,Nicht heimisch";;
"24,Chili,Capsicum spec.,Nachtschattengewächse (Solanaceae),""Sonne, hohe Luftfeuchtigkeit"",""Humusreich, tiefgründig, schwer, nährstoffreich"",Weiß,Je nach Pflanzung,Sortenabhängig,40 cm,""Alle zwei Wochen Jauche, Wasser bis Fruchtbildung"",Blattläuse,Aussaat,Nein,Ja,Ja,Nicht heimisch";;
"25,Cranberry,Vaccinium macrocarpon,Heidekrautgewächse (Ericaceae),""Sonne, Halbschatten"",""Sauer, humusreich, kalkarm, feucht"",Weiß-rosa,Spätes Frühjahr,10-20 cm,30 cm,""In ersten zwei Pflanzjahren im Frühjahr und Herbst düngen, feucht halten, im Frühjahr kräftig schneiden"",Unempfindlich,""(Selbst-)Aussaat, Stecklinge"",Mit Winterschutz,Nein,Nein,Nicht heimisch";;
"26,Dahlie,Dahlia,Korbblütler (Asteraceae),Sonne,""Tiefgründig, humusreich, nährstoffreich"",Sortenabhängig,Juli-Oktober,30-130 cm,50-80 cm,""Verblühtes entfernen, Knollen im Keller überwintern"",""Schnecken, Thripse, Wühlmäuse, Grauschimmel, Echter Mehltau, Welke"",""Teilung, Aussaat"",Nein,Ungefüllte Sorten,Nein,Nicht heimisch";;
"27,Deutzie,Deutzia,Hortensiengewächse (Hydrangeaceae),Sonne,""Feucht, nährstoffreich"",Sortenabhängig,Juni,150-200 cm,100-150 cm,""Regelmäßig gießen, Hornspäne und Kompost im Frühjahr"",Fliedermotte,Steckholz,Ja,Ja,Nein,Nicht heimisch";;
"28,Dill,Anethum graveolens,Doldelblütler (Apiaceae),""Sonne, Halbschatten"",""Feucht, mittelschwer, mager"",Gelb-weiß,Juli-August,60-100 cm,20 cm,Keine,""Blattläuse, Gurkenmosaikvirus, Fusarium-Welke"",Aussaat,Nein,Ja,Nein,Nicht heimisch";;
"29,Dreifarbige Winde,Convolvulus tricolor,Windengewächse (Convolvulaceae),""Sonne, Halbschatten"",""Humusreich, durchlässig"",""Blau, rosa, weiß"",Juni-September,20-40 cm,30 cm,Regelmäßiges Blütenentfernen verlängert Blütezeit,""Blattläuse, Weiße Fliege, Thripse"",(Selbst-)Aussaat,Nein,Ja,Ja,Nicht heimisch";;
"30,Duftwicke,Lathyrus odoratus,Hülsenfrüchtler (Fabaceae),""Sonne, Halbschatten"",""Humusreich, feucht, durchlässig"",Rosa,April-September,20-200 cm,10 cm,Regelmäßiges Blütenentfernen regt Neubildung an und verlängert Blütezeit,""Battläuse, Blattfallkrankheit"",(Selbst-)Aussaat,Nein,Ja,Ja,Stark gefährdet: L. hirsutus";;
"31,Ehrenpreis,Veronica chamaedrys,Wegerichgewächse (Plantaginaceae),Halbschatten,""Normal bis lehmig, nährstoffreich"",Blau,Mai-Juni,10-30 cm,20 cm,Keine,""Blattläuse, Schnecken"",""Rhizom, (Selbst-)Aussaat"",Ja,Ja,Nein,Nicht gefährdet";;
"32,Eisenhut,Aconitum,Hahnenfußgewächse (Ranunculaceae),Halbschatten,""Durchlässig, humusreich, nährstoffreich"",Blau,Juni-August,60-80 cm,35 cm,""Regelmäßig düngen, Stängel im Herbst entfernen, alle sechs Jahre teilen"",Unempfindlich,""Teilung, Aussaat im Januar"",Ja,Ja,Ja (giftigste Pflanze im Garten),Nicht gefährdet";;
"33,Erbse,Pisum sativum subsp. sativum,Hülsenfrüchtler (Fabaceae),Sonne,""Feinkrümelig, humusreich"",Weiß,Mai,25-200 cm,10 cm,""Hacken, mulchen, anhäufeln"",""Echter Mehltau, Erbsenkäfer, Erbsenwickler"",Aussaat,Nein,Ja,Nein,Nicht heimisch";;
"34,Erdbeere,Fragaria,Rosengewächse (Rosaceae),Sonne,""Humusreich, tiefgründig, locker, sauer"",Weiß,Sortenabhängig,Sortenabhängig,30 cm,""Laubkompost/Hornmehl/Kuhmist im Herbst, Mulch aus Stroh/Rasen, alte Blätter entfernen"",""Grauschimmel, Mehltau, Blattfleckenkrankheit, Lederfäule, Erdbeerblütenstecher, Nematoden, Milben"",""Ableger, Absenker"",Ja,Ja,Nein,Vom Aussterben bedroht: F. moschata";;
"35,Farn,Polypodium,Uneindeutig,""Halbschatten, Schatten"",""Humusreich, feucht, locker"",Keine,Keine,10-200 cm,25-100 cm,""Schnitt im Frühjahr, Kompost im Herbst"",""Spinnmilben, Trauermücken, Nematoden, Schildläuse"",""Rhizom, Sporen, Teilung"",Ja,Nein,Ja,""Gefährdet: P. interjectum), Polystichum setiferum""";;
"36,Feldsalat,Valerianella locusta,Geißblattgewächse (Caprifoliaceae),Sonne,""Nährstoffarm, kalkhaltig"",Blau,April-Mai,10 cm,8 cm,""Unkrautentfernung, rechtzeitig vereinzeln, Dünger im Frühjahr"",Falscher Mehltau,(Selbst-)Aussaat,Ja,Ja,Nein,Nicht gefährdet";;
"37,Felsenbirne,Amelanchier,Rosengewächse (Rosaceae),Sonne,""Durchlässig, schwach sauer, leicht sandig"",Weiß,April-Mai,150-500 cm,100-300 cm,""Kompost im Frühjahr, abgestorbenes Holz entfernen"",Echter Mehltau,""Aussaat, Veredelung"",Ja,Ja,Nein,Nicht gefährdet";;
"38,Fetthenne,Sedum,Dickblattgewächse (Crassulaceae),Sonne,""Trocken, steinig, sandig"",Weiß-rot,August-Oktober,60 cm,20-50 cm,Rückschnitt im Frühjahr,""Dickmaulrüssler, Echter Mehltau"",Teilung,Ja,Ja,Ja,Nicht gefährdet";;
"39,Filziges Hornkraut,Cerastium tomentosum,Nelkengewächse (Caryophyllaceae),Sonne,""Durchlässig, nährstoffarm, trocken"",Weiß,Mai-Juni,10-20 cm,25 cm,Nach Blüte Rückschnitt um ein Drittel,Unempfindlich,""Teilung, Aussaat, Stecklinge"",Ja,Ja,Nein,""Nicht gefährdet, Neophyt";" Gefährdet: C. brachypetalum, C. pumilum""";
"40,Fingerhut,Digitalis,Wegerichgewächse (Plantaginaceae),Halbschatten,""Humusreich, feucht, nährstoffreich, kalkarm"",""Rosa-violett, weiß-rosa"",Juli,80 cm,25-60 cm,""Zweijährig, Blütenstände entfernen"",Unempfindlich,(Selbst-)Aussaat,Ja,Ja,Ja,Ausgestorben: D. lutea"; Gefährdet: D. grandiflora;
"41,Fleißiges Lieschen,Impatiens walleriana,Balsaminengewächse (Balsaminaceae),""Halbschatten, Schatten"",""Humusreich, feucht, leicht sauer"",Rot,Mai-Oktober,20 cm,20-30 cm,Alle zwei Wochen düngen,""Blattläuse, Weiße Fliege, Spinnmilben"",Aussaat,Nein,Nein,Nein,Nicht heimisch";;
"42,Flieder,Syringa,Ölbaumgewächse (Oleaceae),Sonne,""Humusreich, feucht, nährstoffreich, locker"",Sortenabhängig,Sortenabhängig,300 cm,80-100 cm,Kompost im Frühjahr,Miniermotten,Stecklingsvermehrung,Ja,Sortenabhängig,Nein,""Nicht gefährdet, Neophyt""";;
"43,Flockenblume,Centaurea,Flockenblumen (Centaurea),Sonne,""Humusreich, feucht, nährstoffreich"",Sortenabhängig,Mai-Juli,50 cm,40 cm,""Blütenstände entfernen, fördert Nachblüte"",""Falscher Mehltau, Spinnmilben"",""Rhizom, Teilung, Aussaat"",Ja,Ja,Nein,Nicht gefährdet";;
44,Forsythie,Forsythia,Ölbaumgewächse (Oleaceae),Sonne,Keine Ansprüche,Gelb,April-Mai,200-300 cm,50-100 cm,Dreijährige Triebe entfernen,Unempfindlich,Stecklingsvermehrung,Ja,Nein,Schwach,Nicht heimisch;;
"45,Frauenmantel,Alchemilla vulgaris,Rosenblütler (Rosaceae),""Sonne, Halbschatten, Schatten"",""Durchlässig, nährstoffreich"",Gelb,Juni-Oktober,10-45 cm,40 cm,Keine,Unempfindlich,""Rhizom, Teilung"",Ja,Ja,Nein,""Stark gefährdet: A. lunaria, A. micans, A. subcrenata";" Gefährdet: A. filicaulis, A. vulgaris""";
"46,Fuchsie,Fuchsia x Hybrida,Nachtkerzengewächse (Onagraceae),""Sonne, Halbschatten, Schatten"",""Humusreich, nährstoffreich"",Sortenabhängig,Juli-Oktober,20-100 cm,>15 cm,""April bis August düngen";" im Frühjahr entspitzen, letztjährige Leittriebe um ein Drittel einkürzen"",""Grauschimmel, Dickmaulrüssler, Weiße Fliege, Blattläuse"",Stecklingsvermehrung,Sortenabhängig,Nein,Nein,Nicht heimisch";
"47,Funkie,Hosta,Spargelgewächse (Asparagaceae),""Halbschatten, Schatten"",""Waldboden, feucht"",Sortenabhängig,Juni-Oktober,50 cm,20-100 cm,""Kompost im Frühjahr, Schneckenkorn"",""Blattfleckenkrankheit, Chlorose, Grauschimmel, Schnecken, Dickmaulrüssler, Nematoden"",""Rhizom, Teilung"",Ja,Ja,Nein,Nicht heimisch";;
"48,Spanisches Gänseblümchen,Erigeron karvinskianus,Korbblütler (Asteraceae),Sonne,""Durchlässig, trocken"",""Weiß, rosa, rot"",Mai-September,20-30 cm,30 cm,""Verblühtes entfernen, alle zwei Wochen düngen"",Unempfindlich,(Selbst-)Aussaat,Nein,Ja,Ja,Nicht heimisch";;
"49,Gänseblümchen,Bellis perennis,Korbblütler (Asteraceae),Sonne,Nährstoffreich,Weiß,März-Oktober,4-15 cm,5 cm,Keine,Keine,""(Selbst-)Aussaat, Rhizom"",Ja,Ja,Nein,Nicht gefährdet";;
"50,Garten-Wolfsmilch,Euphorbia peplus,Wolfsmilchgewächse (Euphorbiaceae),""Sonne, Halbschatten"",""Sandig-lehmig, humusreich"",Grün,Juni-September,5-20 cm,10 cm,Keine,Unempfindlich,(Selbst-)Aussaat,Nein,Nein,Ja,Nicht gefährdet";;
"51,Geißblatt,Lonicera caprifolium (aka Jelängerjelieber),Geißblattgewächse (Caprifoliaceae),""Sonne, Halbschatten"",""Humusreich, frisch-feucht, nährstoffreich"",Gelb-weiß,Mai-August,300-400 cm,100 cm,""Ggf. kalkhaltiger Dünger im Frühjahr, Auslichtungsschnitt alle paar Jahre, Rindenmulch im Winter"",""Blattläuse, Echter Mehltau"",""Stecklinge, Aussaat"",Ja,Ja,Ja,Nicht gefährdet";;
"52,Giersch,Aegopodium podagraria,Doldenblütler (Apiaceae),""Halbschatten, Schatten"",""Feucht, nährstoffreich"",Weiß,Juni-Juli,30-100 cm,30 cm,Keine,Rostpilze,""Rhizom, (Selbst-)Aussaat"",Ja,Ja,Nein,Nicht gefährdet";;
"53,Gilbweiderich,Lysimachia punctata,Primelgewächse (Primulaceae),""Sonne, Halbschatten"",""Feucht, humusreich"",Gelb,Juni-September,50 cm,40 cm,Rückschnitt im Spätherbst,Unempfindlich,""Selbstausläufer, Teilung"",Ja,""Bedingt, Ölpflanze"",Nein,Nicht gefährdet";;
"54,Glücksklee,Oxalis tetraphylla,Sauerkleegewächse (Oxalidaceae),""Absonnig, Halbschatten"",""Sandig, humusreich"",""Rot, rosa"",April-Juni / August-Oktober,15-20 cm,10 cm,""Sparsam gießen, ab August Gießen einstellen (wenn als Zwiebel überwintert), düngen April-August"",Unempfindlich,""Teilung, Aussaat"",Nein,Ja,Ja,Nicht heimisch";;
"55,Goldmohn,Eschscholzia californica,Mohngewächse (Papaveraceae),Sonne,""Leicht, sandig-lehmig"",""Gelb, orange"",Juni-Oktober,40 cm,20-30 cm,Keine,Blattfleckenkrankheit,(Selbst-)Aussaat,Nein,Ja,Ja,Nicht heimisch";;
56,Gründüngung,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN;;
"57,Grünkohl,Brassica oleracea var. sabellica,Kreuzblütler (Brassicaceae),Sonne,""Humusreich, nährstoffreich, kalkhaltig"",Gelb,Im zweiten Jahr,60-80 cm,40 cm,""Rasenschnitt zum Mulchen, anhäufeln, regelmäßig düngen, Kulturnetz"",""Kohlfliege, Kohlweißling, Kohlhernie, Erdflöhe"",Aussaat sechs-acht Wochen vor Pflanzung Mitte Juli,Sortenabhängig,Nein,Nein,Nicht heimisch";;
"58,Günsel,Ajuga reptans,Lippenblütler (Lamiaceae),Halbschatten,""Humusreich, lehmig, nährstoffreich, feucht"",Blau,April-Juni,20 cm,30 cm,Keine,Mehltau,""Rhizom, (Selbst-)Aussaat"",Ja,Ja,Nein,Nicht gefährdet";;
"59,Gundermann,Glechoma hederacea,Lippenblütler (Lamiaceae),Halbschatten,""Humusreich, lehmig, nährstoffreich, feucht"",""Violett, blau"",April-Juni,10-30 cm,20 cm,Keine,Keine,""Rhizom, (Selbst-)Aussaat"",Ja,Ja,Nein,Nicht gefährdet";;
"60,Gurke,Cucumis sativus,Kürbisgewächse (Cucurbitaceae),Sonne,""Humusreich, locker, feucht"",Gelb,Je nach Pflanzung,400 cm,100-170 cm,""Mulchschicht, Kompost, verrotteter Kuhmist, Brennnesseljauche"",""Blattläuse, Weiße Fliege, Thripse, Spinnmilben, Echter Mehltau, Grauschimmel"",Aussaat,Nein,Ja,Wenn bitter,Nicht heimisch";;
"61,Hahnenfuss,Ranunculus,Hahnenfußgewächse (Ranunculaceae),""Sonne, Halbschatten"",Keine Ansprüche,Gelb,Mai-September,20-90 cm,20 cm,Keine,""Blattläuse, Mehltau"",Rhizom,Ja,Ja,Ja,Nicht gefährdet";;
"62,Heidelbeere,Vaccinium,Heidegewächse (Eriaceae),""Sonne, Halbschatten"",""Feucht, humusreich, sauer"",Weiß,Frühjahr,100 cm,100-150 cm,Spezialdünger früh und nach Blüte,Frostspanner,Stecklingsvermehrung,""Ja, Windschutz"",Ja,Nein,Nicht gefährdet";;
"63,Herzgespann,Leonurus cardiaca,Lippenblütler (Lamiaceae),""Sonne, Halbschatten"",""Humusreich, kiesig bis tonig"",Weiß-rosa,Juli-August,50 cm,30 cm,Keine,Echter Mehltau,""(Selbst-)Aussaat, Rhizom, Teilung"",Ja,Ja,Nein,Vom Aussterben bedroht: L. cardiaca ssp. cardiaca";;
"64,Himbeere,Rubus idaeus,Rosengewächse (Rosaceae),""Sonne, Halbschatten"",""Humusreich, locker, leicht sauer"",Weiß-rosa,Sortenabhängig,100-250 cm,40-50 cm,""Rankhilfe, mulchen, Kompost im Frühjahr"",""Himbeerkäfer, Blattläuse, Gallmücken"",Ausläufer,Ja,Ja,Nein,Nicht gefährdet";;
"65,Holunder,Sambucus,Moschuskrautgewächse (Adoxaceae),""Sonne, Halbschatten"",""Humusreich, frisch, stickstoffreich"",Weiß,Mai-Juli,400-600 cm,100-300 cm,Abgeerntete Triebe schneiden,Unempfindlich,Steckholz,Ja,Ja,Ja,Nicht gefährdet";;
"66,Honigbeere,Lonicera caerulea var. kamtschatica,Geißblattgewächse (Caprifoliaceae),""Sonne, Halbschatten"",""Humusreich, lehmig-torfig"",Weiß,März,100-150 cm,125-150 cm,""Schnitt wie Johannisbeeren, Kompost im Spätwinter, Mai Jauche, mulchen"",""Frostspanner, Mehltau"",Steckholz,Ja,Ja,Nein,Nicht heimisch";;
"67,Hornsauerklee,Oxalis corniculata,Sauerkleegewächse (Oxalidaceae),Halbschatten,""Humusreich, sauer, trocken"",Gelb,Mai-Oktober,5-20 cm,10 cm,Keine,""Mehltau, Thripse"",""(Selbst-)Aussaat, Wurzelausläufer"",Ja,Ja,Ja,""Nicht gefährdet, Neophyt""";;
"68,Hortensie,Hydrangea,Hortensiengewächse (Hydrangeaceae),""Halbschatten, Schatten"",""Humusreich, locker, feucht, sauer"",Sorten- und pH-abhängig,Sortenabhängig (Blütenanlage im Herbst oder am neuen Trieb),40-120 cm,80 cm,""Ausreichend Wasser, Rhododendrondünger bis Ende Juli, Rückschnitt sortenabhängig"",""Dickmaulrüssler, Blattläuse, Schnecken, Spinnmilben, Echter Mehltau, Grauschimmel"",Stecklingsvermehrung,""Ja, Winterschutz"",Nein,Ja,Nicht heimisch";;
"69,Hyazinthe,Hyacinthus,Spargelgewächse (Asparagaceae),""Sonne, Halbschatten"",""Kiesig-sandig, locker, nährstoffreich"",Sortenabhängig,März-April,15-30 cm,10-15 cm,""Blütenstände entfernen, im Sommer Keimzwiebeln entfernen und einzeln setzen"",Wühlmäuse,Zwiebeln,Ja,Ja,Ja,Nicht heimisch";;
"70,Incarvillea,Incarvillea,Trompetenbaumgewächse (Bignoniaceae),""Sonne, Halbschatten"",""Humusreich, feucht, leicht sauer"",""Weiß, rosa, pink"",Mai-Oktober,20-60 cm,40 cm,""Kompost im Herbst, Verblühtes entfernen, im Spätherbst auf 5 cm, Schneckenkorn"",Schnecken,Teilung,""Ja, Kompost"",Ja,Nein,Nicht heimisch";;
"71,Ingwer,Zingiber officinale,Ingwergewächse (Zingiberaceae),Absonnig,""Nährstoffreich, humusreich, feucht"",Violett,Mai-Oktober,60-100 cm,20 cm,Blätter gelegentlich besprühen"; im Winter kühl lagern und nicht gießen;" Ernte bei gelben Blättern,""Trauermücken, Wurzelfäule"",Rhizom,Nein,Ja,Nein,Nicht heimisch"
"72,Inkarnatklee,Trifolium incarnatum,Hülsenfrüchtler (Fabaceae),""Sonne, Halbschatten"",Lehmig-sandig,Rot,Mai-August,20-50 cm,25 cm,Keine,Unempfindlich,(Selbst-)Aussaat,Bedingt,Ja,Nein,Nicht heimisch";;
"73,Iris,Iris,Schwertliliengewächse (Iridaceae),Sonne,""Luftig, nährstoffreich, durchlässig"",Sortenabhängig,April-Juli,40-60 cm,25-40 cm,""Kaliumdünger im Frühjahr, Rückschnitt nach Blüte bis Blattpaar, verjüngen nach Jahren"",""Schnecken, Blattläuse, Blattfleckenkrankheit"",""Rhizom/Knolle, Teilung"",Ja,Sortenabhängig,Ja,Nicht gefährdet";;
"74,Jakobsleiter,Polemonium caeruleum,Sperrkrautgewächse (Polemoniaceae),Halbschatten,""Durchlässig, nährstoffreich, feucht"",Blau,Juni-Juli,60-80 cm,40 cm,""Entfernung des Blütenstands fördert Nachblüte im September, feucht halten, alle drei Jahre teilen"",""Schnecken, Mehltau"",""(Selbst-)Aussaat, Stecklinge"",Ja,Ja,Nein,Gefährdet";;
"75,Japanknöterich,Fallopia japonica,Knöterichgewächse (Polygonaceae),""Sonne, Halbschatten"",Keine Ansprüche,Weiß,August-September,300-400 cm,25 cm,Keine,Unempfindlich,Rhizom,Ja,Ja,Nein,""Nicht heimisch (Neophyt, meldepflichtig)""";;
"76,Johannisbeere,Ribes,Johannisbeeren (Grossulariaceae),""Sonne, Halbschatten"",""Tiefgründig, humusreich, nährstoffreich"",Weiß,April-Mai,200 cm,100-150 cm,""Mist im Herbst, Schnitt abhängig von Sorte"",""Johannisbeerblasenlaus, Gallmilben"",Steckhölzer,Ja,Ja,Nein,Nicht gefährdet";;
"77,Jostabeere,Ribes x nidigrolaria,Johannisbeeren (Grossulariaceae),""Sonne, Halbschatten"",""Tiefgründig, humusreich, nährstoffreich"",Weiß-rot,Frühjahr,150 cm,250-300 cm,""Rankhilfe, mulchen, Hornspäne im März, vierjährige Triebe entfernen"",Unempfindlich,Steckhölzer,Ja,Ja,Nein,Nicht heimisch";;
"78,Jungfer im Grünen,Nigella damascena,Hahnenfußgewächse (Ranunculaceae),""Sonne, Halbschatten"",""Mittelschwer, feucht, nährstoffreich"",""Blau, rosa, weiß"",Juni-September,40-50 cm,20-30 cm,""Regelmäßig gießen, ggf. düngen"",Unempfindlich,""Aussaat, zwischen März und Mai gestaffelt säen"",Nein,Ja,Ja,Nicht heimisch";;
